Longitude,Latitude,1976-1977,1978-1979,1980-1981,1982-1983,1984-1985,1986-1987,1988-1989,1990-1991,1992-1993,1994-1995,1996-1997,1998-1999,2000-2001,2002-2003,2004-2005,2006-2007,2008-2009,2010-2011,2012-2013,2014-2015,2016-2017
179,83,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
179,85,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
179,87,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
179,89,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
179,27,0.1219,-0.1661,-0.3147,-0.2645,0.2455,-0.0537,0.4463,0.2305,-0.3534,0.036,-0.0664,0.7231,1.0768,0.5088,0.314,0.5063,0.6021,0.6335,0.7077,0.3595,0.8347
179,-41,-0.081,0.0108,-0.0208,-0.168,0.5095,0.5813,0.924,0.7384,-0.2001,0.4307,0.3789,1.2449,1.075,0.9017,0.7383,0.714,0.4581,0.5418,0.6138,0.5009,1.0002
179,25,0.1103,-0.0899,-0.1033,-0.2551,0.3181,-0.1451,0.4142,0.02,-0.2327,0.1002,0.1417,0.5059,1.0236,0.4417,0.3761,0.5692,0.5854,0.5274,0.6405,0.3973,0.775
179,29,0.1244,-0.1561,-0.404,-0.2769,0.1963,0.0043,0.5579,0.4426,-0.4423,0.0446,-0.2103,0.8547,0.9133,0.5709,0.2275,0.366,0.6483,0.6854,0.6469,0.3564,0.7619
179,67,-0.7675,0.7781,0.5327,0.4972,0.0941,-0.014,0.5629,0.9645,-0.1836,0.5318,1.9423,-0.478,0.8694,2.179,1.4249,1.8501,0.7413,1.5428,0.8456,2.4867,3.6506
179,-17,0.4022,0.5031,0.6385,0.5251,0.5908,0.3092,0.7384,0.6139,0.4135,0.6292,0.7412,0.8815,0.8693,0.6432,0.7279,0.8767,0.5376,0.8868,0.686,0.5901,1.036
179,65,-0.8216,0.8185,0.497,0.5458,0.1021,0.0294,0.4862,0.8949,-0.1881,0.5347,1.9633,-0.5084,0.8563,2.1283,1.4058,1.7599,0.6705,1.4675,0.8267,2.4717,3.6208
179,23,0.0092,-0.0561,0.0578,-0.309,0.3004,-0.1819,0.3497,-0.0744,-0.2578,0.1356,0.1939,0.2797,0.8524,0.2539,0.3759,0.5481,0.4882,0.3374,0.5374,0.3761,0.6783
179,69,-0.6811,0.7544,0.5584,0.4571,0.0868,-0.0238,0.655,1.0304,-0.1133,0.5275,1.9019,-0.3868,0.8309,2.1848,1.454,1.901,0.7999,1.5984,0.8594,2.4828,3.6305
179,-39,-0.2144,0.4742,0.4201,-0.0562,0.4349,0.3641,0.7392,0.5447,-0.2973,0.4216,0.3125,1.2475,0.8176,0.6156,0.5841,0.6177,0.5622,0.9364,0.7471,0.6014,1.2493
179,-43,0.0438,0.3527,0.2759,-0.1361,0.5189,0.7397,0.5526,0.4078,-0.2952,0.0745,0.2818,0.8356,0.8141,0.5687,0.3862,0.2828,0.0878,0.3084,0.5508,0.3364,0.77
179,63,-0.7994,0.973,0.503,0.6392,0.0939,0.1253,0.4694,0.8238,-0.048,0.5067,1.953,-0.445,0.7993,2.062,1.4795,1.612,0.5735,1.3643,0.7458,2.5065,3.5084
179,31,0.0119,-0.1298,-0.3157,-0.2006,0.1104,0.0241,0.7569,0.6232,-0.4188,0.1633,-0.2854,0.8959,0.7881,0.6577,0.2857,0.3463,0.7028,0.6849,0.5403,0.3301,0.7052
179,71,-0.554,0.7074,0.5982,0.4122,0.0923,-0.0162,0.7703,1.1225,-0.0235,0.5328,1.8732,-0.2593,0.7741,2.1738,1.4724,1.9704,0.8704,1.6654,0.8923,2.47,3.6193
179,33,-0.1965,-0.1342,-0.1641,-0.1531,-0.0699,-0.0619,0.868,0.6832,-0.3709,0.091,-0.5617,0.855,0.7646,0.6842,0.4314,0.3393,0.5467,0.6368,0.5039,0.2685,0.651
179,-57,0.4329,0.6443,0.6431,0.5832,0.6912,1.1588,0.7794,0.4332,0.6861,0.7102,0.7656,0.3863,0.7461,0.788,0.8041,0.5242,0.4588,0.5601,0.7992,0.6461,0.6765
179,-55,0.3178,0.5442,0.5412,0.4528,0.607,1.0026,0.5307,0.2687,0.4242,0.3834,0.5669,0.276,0.7183,0.6383,0.5655,0.4275,0.2576,0.3778,0.7013,0.5131,0.563
179,-11,0.2784,0.3166,0.4171,0.4481,0.4444,0.3699,0.4,0.5896,0.3747,0.6038,0.5939,0.6033,0.717,0.6667,0.7684,0.8219,0.5771,0.7509,0.5927,0.5629,0.9049
179,-19,0.3276,0.1531,0.3886,0.067,0.3586,-0.1713,0.5681,0.2937,-0.0864,0.0654,0.4091,0.5755,0.7071,0.4361,0.4946,0.6946,0.5144,0.7546,0.6569,0.3231,0.7638
179,-9,0.2287,0.3308,0.4157,0.429,0.4401,0.4587,0.363,0.6147,0.3762,0.5978,0.6088,0.6274,0.696,0.66,0.7579,0.7942,0.5966,0.7356,0.5201,0.4989,0.833
179,21,-0.1374,-0.1382,0.0455,-0.3727,0.2209,-0.1519,0.291,-0.0597,-0.3374,0.1452,0.1858,0.1149,0.6956,0.2042,0.3891,0.5135,0.4419,0.2463,0.4824,0.3665,0.6184
179,73,-0.415,0.5964,0.6449,0.3451,0.1149,-0.0107,0.8722,1.2329,0.0533,0.5601,1.7944,-0.1086,0.676,2.117,1.4532,2.0625,0.9691,1.749,0.9477,2.4111,3.5611
179,35,-0.2988,-0.0628,-0.1284,-0.2308,-0.1972,-0.1868,0.6786,0.6643,-0.4038,-0.1771,-0.795,0.7165,0.6721,0.695,0.5387,0.249,0.3114,0.7051,0.5383,0.1829,0.5227
179,-59,0.5427,0.752,0.7631,0.7342,0.725,1.1903,0.8781,0.6178,0.878,0.8761,0.8025,0.3196,0.6582,0.8473,0.9133,0.4842,0.5417,0.6611,0.7959,0.6567,0.6748
179,75,-0.2218,0.4249,0.7392,0.2886,0.1769,0.0225,0.9682,1.3845,0.1253,0.6543,1.557,0.0939,0.6337,2.0517,1.4504,2.1274,1.1222,1.9055,1.071,2.3309,3.3542
179,-45,0.0063,0.4321,0.4428,-0.0795,0.6251,0.8602,0.2445,0.2894,-0.2484,0.0248,0.238,0.6306,0.626,0.2668,0.1983,-0.0886,-0.1745,0.204,0.5197,0.175,0.6734
179,-27,0.193,0.0854,0.3841,0.0105,0.0898,-0.2189,0.57,0.1642,-0.2339,-0.1746,0.2643,0.8176,0.6047,0.4408,0.5297,0.374,0.5327,0.709,0.3512,0.38,0.8295
179,-53,0.2275,0.4791,0.4699,0.383,0.5477,0.8306,0.2645,0.1513,0.1937,0.1236,0.2991,0.0743,0.5974,0.4547,0.3,0.2249,0.0273,0.2164,0.5524,0.3545,0.374
179,81,-0.194,-0.5224,0.9161,0.1345,0.0793,-0.302,0.6441,1.5704,-0.5121,1.2275,-0.0292,-0.0345,0.5826,1.4013,1.1477,1.2847,1.0606,2.3145,1.2032,1.9178,2.2169
179,-21,0.2883,-0.035,0.259,-0.143,0.1863,-0.4614,0.4721,0.0948,-0.3638,-0.2585,0.2384,0.4547,0.5717,0.3415,0.358,0.5267,0.5195,0.672,0.5889,0.1437,0.587
179,-37,-0.1899,0.1869,0.0977,-0.0622,0.5066,0.2616,0.7118,0.1766,-0.6371,0.1849,0.2152,1.1077,0.5687,0.4793,0.4401,0.377,0.2504,0.479,0.3413,0.3578,0.8516
179,61,-0.4792,0.4258,0.349,0.3874,0.3445,0.434,0.461,0.6777,0.3035,0.5713,1.3932,-0.0688,0.563,1.4227,1.4524,1.2599,0.7098,1.0144,0.6726,1.9113,2.1168
179,-15,0.2122,-0.1115,0.0607,-0.0585,0.1367,-0.2923,0.2126,0.2035,-0.0492,0.1443,0.1507,0.0779,0.5511,0.5387,0.5934,0.6082,0.3467,0.6356,0.5018,0.2926,0.6106
179,-25,0.2744,0.0816,0.3416,-0.0041,0.0524,-0.4157,0.5733,0.1048,-0.2704,-0.2629,0.2377,0.7021,0.546,0.3632,0.4284,0.3213,0.5316,0.7034,0.4184,0.1748,0.6978
179,-29,0.0986,0.0781,0.4257,-0.0204,0.1864,-0.114,0.5192,0.1497,-0.31,-0.1029,0.1894,0.9108,0.5382,0.4881,0.5265,0.379,0.4171,0.6386,0.2521,0.5354,0.8876
179,-23,0.3015,0.0175,0.3106,-0.0575,0.1406,-0.4682,0.5169,0.0842,-0.3447,-0.2695,0.2761,0.5855,0.5317,0.3587,0.3537,0.4318,0.5518,0.6778,0.5224,0.1156,0.5893
179,79,-0.1638,-0.3385,0.868,0.1625,0.0708,-0.2235,0.7344,1.5395,-0.348,1.0791,0.244,0.0008,0.5293,1.4807,1.1966,1.4274,1.043,2.2198,1.1291,1.9914,2.3553
179,37,-0.2751,0.1006,-0.1551,-0.3428,-0.3044,-0.2811,0.3766,0.7445,-0.4984,-0.2724,-0.7027,0.4661,0.5193,0.6426,0.5339,0.2712,0.3498,0.897,0.5764,0.01,0.4021
179,-61,0.5923,0.8116,0.8436,0.8007,0.6825,1.0656,0.8234,0.676,0.9464,0.8428,0.6873,0.2116,0.4934,0.7929,0.8656,0.3818,0.4916,0.6185,0.6982,0.5939,0.6256
179,-51,0.1909,0.4688,0.4523,0.28,0.5403,0.8054,0.0602,0.0475,-0.0186,0.0185,0.0887,-0.0604,0.4934,0.2582,0.1408,-0.0345,-0.2117,0.082,0.3665,0.1833,0.1682
179,19,-0.2492,-0.2211,0.006,-0.4202,0.1335,-0.1059,0.2452,-0.024,-0.3796,0.1738,0.1981,-0.0407,0.491,0.2144,0.4123,0.4567,0.3897,0.1982,0.4147,0.3988,0.5626
179,-49,0.1336,0.5137,0.5985,0.1008,0.6283,0.9643,-0.0626,0.1269,-0.1616,0.0398,0.0838,0.082,0.4905,0.0957,0.1441,-0.2674,-0.3574,0.0897,0.3383,0.0513,0.2548
179,-35,-0.0965,0.1123,0.1099,-0.1577,0.4341,0.1307,0.6243,0.0341,-0.7211,0.0443,0.1969,1.0457,0.4841,0.502,0.4084,0.3189,0.1796,0.4318,0.2332,0.3518,0.7971
179,-47,0.0166,0.4838,0.6539,-0.0057,0.741,1.0433,-0.0237,0.2019,-0.1972,0.0461,0.1295,0.3136,0.4788,-0.0114,0.0904,-0.4379,-0.4543,0.1094,0.4081,-0.0126,0.4692
179,77,-0.123,0.1218,0.7251,0.1923,0.0944,-0.0427,0.9163,1.3738,0.1405,0.6385,1.0837,0.247,0.4716,1.7406,1.3578,1.9141,1.1085,1.9857,1.0658,2.1739,2.8194
179,-13,0.056,-0.1541,-0.0093,0.0944,0.0959,-0.1244,0.071,0.2912,0.0836,0.3567,0.2068,0.0556,0.4584,0.6289,0.6232,0.6322,0.3559,0.4947,0.4929,0.4509,0.7353
179,-33,-0.0123,0.0874,0.2418,-0.158,0.3204,-0.0146,0.5573,0.0559,-0.6126,-0.0562,0.1318,0.9749,0.4565,0.5153,0.4023,0.2838,0.1952,0.5391,0.185,0.4588,0.8784
179,-31,0.0454,0.0697,0.3828,-0.0676,0.263,-0.0995,0.5289,0.1058,-0.4381,-0.0814,0.102,0.9425,0.4535,0.4982,0.4495,0.3043,0.2613,0.5965,0.171,0.5496,0.918
179,-77,-1.1424,-0.8983,0.6298,-0.2497,0.3118,0.3532,1.0608,0.6061,0.121,-0.2334,0.7515,0.3342,0.3928,0.6221,-0.0694,1.0982,0.9097,1.3843,1.2688,0.7557,0.669
179,-79,-1.1569,-0.9535,0.6004,-0.3061,0.3046,0.2557,1.0766,0.5836,0.1149,-0.2445,0.7262,0.2716,0.3925,0.6355,-0.0912,1.0683,0.8425,1.3606,1.2492,0.7239,0.6388
179,-67,-0.6189,0.1543,1.217,0.3451,0.1463,0.8776,0.6333,0.8077,0.2177,-0.0745,0.6792,0.3688,0.3849,0.3708,0.3785,1.1791,1.1423,1.4501,1.1884,0.8635,1.0315
179,-75,-1.0789,-0.767,0.6876,-0.1821,0.3083,0.4432,1.0199,0.6351,0.1297,-0.2143,0.7511,0.3561,0.3801,0.5805,-0.0416,1.0979,0.9572,1.3859,1.255,0.765,0.7112
179,-69,-0.7819,-0.1653,0.999,0.128,0.2292,0.7561,0.745,0.7331,0.1595,-0.1282,0.742,0.4311,0.3773,0.4272,0.1969,1.1375,1.1187,1.4348,1.2162,0.8464,0.9444
179,-7,0.1579,0.2594,0.4011,0.363,0.1998,0.4931,0.0908,0.5944,0.3873,0.6256,0.4436,0.2232,0.3737,0.7393,0.7263,0.667,0.368,0.3078,0.3975,0.666,0.759
179,-73,-1.0159,-0.6384,0.7442,-0.1258,0.2971,0.5374,0.9782,0.657,0.1372,-0.1921,0.7502,0.376,0.3658,0.5467,-0.0145,1.102,1.0048,1.3956,1.242,0.7643,0.7475
179,-71,-0.9354,-0.4737,0.8218,-0.0498,0.277,0.6228,0.9049,0.6805,0.1452,-0.1683,0.7567,0.4056,0.3615,0.5049,0.0365,1.114,1.0551,1.4123,1.2293,0.7815,0.8074
179,-81,-1.1284,-0.9321,0.5899,-0.3461,0.2877,0.1644,1.045,0.5597,0.0906,-0.2655,0.6808,0.1973,0.3538,0.6248,-0.0878,1.0045,0.8043,1.3193,1.2136,0.6983,0.6179
179,39,-0.2147,0.1723,-0.1323,-0.3548,-0.5127,-0.5234,0.1802,0.904,-0.4124,0.0397,-0.4334,0.231,0.3219,0.529,0.4604,0.4838,0.5945,1.0308,0.6651,-0.0999,0.2278
179,-65,0.5049,0.7461,0.8001,0.6855,0.5544,0.8015,0.6622,0.5595,0.8339,0.6444,0.476,0.0761,0.3182,0.6225,0.6548,0.2133,0.3139,0.4149,0.4937,0.4025,0.5202
179,-63,0.5049,0.7461,0.8001,0.6855,0.5544,0.8015,0.6622,0.5595,0.8339,0.6444,0.476,0.0761,0.3182,0.6225,0.6548,0.2133,0.3139,0.4149,0.4937,0.4025,0.5202
179,17,-0.2498,-0.2326,-0.0064,-0.4328,0.0552,-0.0546,0.2194,0.0232,-0.3482,0.2194,0.2522,-0.1519,0.255,0.2559,0.425,0.3739,0.2987,0.1776,0.3226,0.4818,0.5133
179,59,-0.3708,0.2834,0.2506,0.1875,0.2486,0.3311,0.2849,0.4775,0.1708,0.4128,0.9739,-0.1311,0.2211,0.9694,1.1466,0.9049,0.5733,0.6612,0.539,1.5427,1.4859
179,51,0.1174,0.2547,0.4734,0.3648,0.5149,0.4279,0.1823,0.5153,0.2657,0.4468,1.0537,0.1748,0.1666,0.5809,0.6262,0.5606,0.4473,0.4305,0.4269,1.0846,0.9604
179,9,0.1669,0.1988,0.163,0.0122,-0.0224,0.3534,0.1658,0.6063,0.1492,0.4806,0.5027,-0.1597,0.1576,0.4237,0.4981,0.3214,0.071,0.0787,0.2374,0.7066,0.6099
179,47,-0.2016,-0.2396,0.1026,0.07,0.3615,-0.0632,0.0339,0.6165,-0.2255,0.4724,1.0322,0.3412,0.1574,0.2577,0.532,0.7672,0.6926,0.6291,0.8269,0.7772,0.2496
179,49,0.0087,0.0134,0.297,0.2136,0.4685,0.2459,0.1722,0.6177,0.0524,0.3926,1.0333,0.1905,0.1513,0.4434,0.5938,0.6127,0.5738,0.4779,0.5739,0.9722,0.5386
179,7,0.1233,0.1736,0.1967,0.2105,-0.0218,0.4423,0.1135,0.7349,0.3439,0.5213,0.4901,-0.1461,0.1494,0.5449,0.63,0.3294,0.0615,0.0171,0.2575,0.7662,0.6644
179,45,-0.4807,-0.4098,-0.1157,-0.0904,0.0546,-0.4493,-0.3113,0.4536,-0.2746,0.7311,0.7498,0.3311,0.1167,-0.0282,0.2616,0.7984,0.8407,0.8159,1.0302,0.4931,0.0629
179,11,0.1118,0.167,0.1481,-0.2114,-0.0898,0.2371,0.1317,0.4454,-0.0466,0.372,0.4573,-0.2646,0.0585,0.3282,0.3892,0.2788,0.0228,0.0351,0.1804,0.6519,0.4666
179,5,0.0734,0.1581,0.277,0.3134,-0.1459,0.5061,-0.0567,0.8323,0.5228,0.5252,0.4009,-0.2931,0.0379,0.6848,0.7477,0.3183,-0.0066,-0.1413,0.2318,0.858,0.5855
179,41,-0.3136,-0.0637,-0.1382,-0.3321,-0.6127,-0.7538,-0.1902,0.7646,-0.0571,0.6053,-0.1666,0.0827,0.0189,0.3268,0.3743,0.7474,0.7232,1.0158,1.0091,0.0474,-0.0285
179,15,-0.1358,-0.1089,0.0866,-0.4608,-0.0799,0.022,0.1526,0.1101,-0.3202,0.203,0.359,-0.246,0.0086,0.2173,0.3607,0.2563,0.0879,0.0352,0.179,0.5723,0.4262
179,-5,0.178,0.2955,0.5255,0.4033,-0.0498,0.6212,-0.1759,0.6628,0.5341,0.7192,0.3223,-0.1903,0.0054,0.8769,0.7612,0.5535,0.0895,-0.1688,0.2985,0.9944,0.7374
179,43,-0.523,-0.3904,-0.2032,-0.1988,-0.2111,-0.6457,-0.4466,0.508,-0.0901,0.8415,0.4138,0.1762,0.0054,-0.0731,0.1838,0.8575,0.8583,0.9411,1.1891,0.3031,-0.0414
179,53,0.043,0.2772,0.4581,0.3208,0.4034,0.3744,0.1852,0.4902,0.2278,0.4141,1.0357,0.1054,-0.0171,0.569,0.6816,0.6256,0.439,0.4706,0.4332,1.1101,1.1037
179,13,0.0092,0.06,0.1497,-0.35,-0.1117,0.1612,0.1254,0.3065,-0.1807,0.264,0.4503,-0.2913,-0.0407,0.2872,0.359,0.2528,0.0047,0.0014,0.1516,0.6298,0.4002
179,3,0.1415,0.2186,0.4266,0.3403,-0.358,0.6091,-0.2873,0.941,0.7152,0.5658,0.3066,-0.5376,-0.0962,0.856,0.8467,0.3373,-0.0721,-0.2934,0.1924,1.0287,0.4599
179,-3,0.2042,0.3611,0.6182,0.4583,-0.1864,0.7283,-0.3148,0.7883,0.7224,0.6957,0.32,-0.297,-0.1383,0.9525,0.8452,0.4762,-0.0129,-0.2475,0.2077,1.1166,0.6451
179,57,-0.3184,0.2441,0.2462,0.0829,0.1132,0.1754,0.1238,0.3804,-0.0063,0.2737,0.7518,-0.2044,-0.1631,0.5978,0.7962,0.6272,0.4505,0.4171,0.4123,1.272,1.1078
179,1,0.1753,0.3207,0.5734,0.4062,-0.5345,0.7666,-0.5206,1.0495,0.9141,0.5758,0.2742,-0.7641,-0.2405,1.0415,0.9323,0.3463,-0.1376,-0.4093,0.1259,1.2178,0.3801
179,55,-0.1604,0.2323,0.3283,0.1315,0.1796,0.2039,0.1236,0.4395,0.0391,0.2904,0.8475,-0.0981,-0.2708,0.4699,0.6667,0.5864,0.4363,0.4082,0.3849,1.1323,1.005
179,-1,0.2043,0.4538,0.6517,0.4625,-0.4129,0.8019,-0.5455,0.9306,0.9079,0.5989,0.2796,-0.541,-0.2759,1.0289,0.9083,0.3648,-0.1469,-0.3799,0.1069,1.212,0.4958
179,-89,-0.4664,-0.1041,0.6068,-0.6995,0.0152,-0.8782,0.3141,0.2663,-0.3346,-0.5892,-0.0091,-0.7758,-0.3939,0.3163,0.1399,-0.0073,0.5664,0.6969,0.6718,0.4418,0.4396
179,-87,-0.4664,-0.1041,0.6068,-0.6995,0.0152,-0.8782,0.3141,0.2663,-0.3346,-0.5892,-0.0091,-0.7758,-0.3939,0.3163,0.1399,-0.0073,0.5664,0.6969,0.6718,0.4418,0.4396
179,-85,-0.4664,-0.1041,0.6068,-0.6995,0.0152,-0.8782,0.3141,0.2663,-0.3346,-0.5892,-0.0091,-0.7758,-0.3939,0.3163,0.1399,-0.0073,0.5664,0.6969,0.6718,0.4418,0.4396
179,-83,-0.4664,-0.1041,0.6068,-0.6995,0.0152,-0.8782,0.3141,0.2663,-0.3346,-0.5892,-0.0091,-0.7758,-0.3939,0.3163,0.1399,-0.0073,0.5664,0.6969,0.6718,0.4418,0.4396
177,83,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
177,85,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
177,87,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
177,89,-0.4741,-0.6486,0.782,-0.1853,0.4201,-0.4742,0.2522,0.933,-0.0456,0.8145,0.9467,1.1199,1.1845,1.8034,1.4024,2.1518,1.8902,2.4035,2.1664,1.8544,3.001
177,27,0.1253,-0.1616,-0.2809,-0.2728,0.204,-0.0767,0.4015,0.2513,-0.3381,-0.0269,-0.0839,0.7167,1.01,0.4944,0.3142,0.458,0.5809,0.5677,0.6436,0.3143,0.7844
177,25,0.1181,-0.0826,-0.0984,-0.2832,0.2923,-0.1315,0.3558,0.0356,-0.2338,0.0182,0.1214,0.5358,0.9733,0.38,0.3649,0.55,0.5614,0.4622,0.6103,0.3421,0.729
177,-41,-0.151,0.2812,0.2358,-0.097,0.5022,0.4953,0.8203,0.6106,-0.2513,0.3926,0.3218,1.2287,0.9178,0.7053,0.621,0.6111,0.4848,0.7454,0.6848,0.5348,1.1067
177,67,-0.7675,0.7781,0.5327,0.4972,0.0941,-0.014,0.5629,0.9645,-0.1836,0.5318,1.9423,-0.478,0.8694,2.179,1.4249,1.8501,0.7413,1.5428,0.8456,2.4867,3.6506
177,65,-0.8216,0.8185,0.497,0.5458,0.1021,0.0294,0.4862,0.8949,-0.1881,0.5347,1.9633,-0.5084,0.8563,2.1283,1.4058,1.7599,0.6705,1.4675,0.8267,2.4717,3.6208
177,29,0.12,-0.138,-0.3429,-0.2762,0.1442,-0.0479,0.5145,0.4365,-0.4434,-0.0116,-0.2375,0.8252,0.8455,0.5668,0.2109,0.3129,0.614,0.6231,0.5628,0.3075,0.702
177,69,-0.6811,0.7544,0.5584,0.4571,0.0868,-0.0238,0.655,1.0304,-0.1133,0.5275,1.9019,-0.3868,0.8309,2.1848,1.454,1.901,0.7999,1.5984,0.8594,2.4828,3.6305
177,23,0.0645,-0.0491,0.06,-0.3443,0.2888,-0.2082,0.312,-0.0999,-0.2602,0.052,0.1645,0.3284,0.8036,0.1712,0.3404,0.5317,0.4652,0.2957,0.5289,0.314,0.6263
177,-43,-0.0017,0.384,0.2642,-0.1388,0.4477,0.6959,0.457,0.4214,-0.2432,0.1327,0.2746,0.8203,0.801,0.59,0.3761,0.2991,0.0849,0.2627,0.5385,0.3395,0.7147
177,63,-0.7994,0.973,0.503,0.6392,0.0939,0.1253,0.4694,0.8238,-0.048,0.5067,1.953,-0.445,0.7993,2.062,1.4795,1.612,0.5735,1.3643,0.7458,2.5065,3.5084
177,71,-0.554,0.7074,0.5982,0.4122,0.0923,-0.0162,0.7703,1.1225,-0.0235,0.5328,1.8732,-0.2593,0.7741,2.1738,1.4724,1.9704,0.8704,1.6654,0.8923,2.47,3.6193
177,-17,0.3197,0.4104,0.5373,0.4449,0.5166,0.2144,0.6554,0.5055,0.2986,0.519,0.6469,0.805,0.769,0.563,0.6196,0.7748,0.4385,0.7934,0.5883,0.498,0.9486
177,-57,0.4329,0.6443,0.6431,0.5832,0.6912,1.1588,0.7794,0.4332,0.6861,0.7102,0.7656,0.3863,0.7461,0.788,0.8041,0.5242,0.4588,0.5601,0.7992,0.6461,0.6765
177,31,0.0096,-0.0911,-0.2411,-0.1951,0.0579,-0.0122,0.7193,0.57,-0.4415,0.0964,-0.3414,0.8606,0.7432,0.6175,0.2367,0.3077,0.6775,0.6436,0.4646,0.2557,0.6657
177,-39,-0.2341,0.4057,0.2633,-0.0236,0.5328,0.3992,0.7024,0.3687,-0.41,0.2388,0.1816,1.1528,0.7406,0.5057,0.394,0.3764,0.3953,0.6525,0.5863,0.5048,1.0057
177,-19,0.2737,0.1569,0.3162,0.061,0.3671,-0.147,0.6083,0.2964,-0.0683,0.0698,0.4675,0.6358,0.7352,0.4506,0.4762,0.67,0.5591,0.7635,0.6252,0.3539,0.7661
177,-55,0.3178,0.5442,0.5412,0.4528,0.607,1.0026,0.5307,0.2687,0.4242,0.3834,0.5669,0.276,0.7183,0.6383,0.5655,0.4275,0.2576,0.3778,0.7013,0.5131,0.563
177,-37,-0.178,0.3638,0.2675,-0.0166,0.5111,0.3277,0.7267,0.3293,-0.4597,0.2901,0.2643,1.196,0.7014,0.5381,0.4849,0.466,0.4029,0.688,0.5253,0.5006,1.0394
177,33,-0.1929,-0.0872,-0.0789,-0.155,-0.1115,-0.0867,0.8287,0.6204,-0.3689,0.0483,-0.6127,0.8431,0.689,0.6477,0.3389,0.3093,0.5966,0.6494,0.447,0.1688,0.6675
177,21,-0.0835,-0.1365,0.0418,-0.3842,0.2305,-0.2064,0.272,-0.0822,-0.3347,0.1002,0.162,0.1756,0.682,0.1456,0.3699,0.5049,0.4387,0.2314,0.4954,0.3271,0.5806
177,73,-0.415,0.5964,0.6449,0.3451,0.1149,-0.0107,0.8722,1.2329,0.0533,0.5601,1.7944,-0.1086,0.676,2.117,1.4532,2.0625,0.9691,1.749,0.9477,2.4111,3.5611
177,-59,0.5427,0.752,0.7631,0.7342,0.725,1.1903,0.8781,0.6178,0.878,0.8761,0.8025,0.3196,0.6582,0.8473,0.9133,0.4842,0.5417,0.6611,0.7959,0.6567,0.6748
177,-13,0.2499,0.2919,0.3883,0.3926,0.4037,0.2277,0.4272,0.4529,0.2453,0.4693,0.5243,0.5858,0.6384,0.549,0.6114,0.7143,0.429,0.6763,0.4961,0.4567,0.825
177,75,-0.2218,0.4249,0.7392,0.2886,0.1769,0.0225,0.9682,1.3845,0.1253,0.6543,1.557,0.0939,0.6337,2.0517,1.4504,2.1274,1.1222,1.9055,1.071,2.3309,3.3542
177,-21,0.2656,-0.0138,0.1938,-0.1197,0.2328,-0.3879,0.5534,0.1551,-0.3091,-0.2132,0.3414,0.5614,0.6261,0.3916,0.3816,0.511,0.5997,0.693,0.5692,0.2251,0.6378
177,-45,-0.0067,0.4388,0.4366,-0.081,0.6035,0.8478,0.2165,0.2948,-0.2321,0.0428,0.2364,0.6261,0.6236,0.2753,0.1964,-0.0826,-0.1757,0.188,0.5153,0.1756,0.6556
177,-35,-0.1045,0.2063,0.1827,-0.0164,0.4813,0.2227,0.677,0.1763,-0.5556,0.1562,0.2808,1.1678,0.6189,0.567,0.482,0.4197,0.3223,0.5441,0.3743,0.4674,0.924
177,-53,0.2275,0.4791,0.4699,0.383,0.5477,0.8306,0.2645,0.1513,0.1937,0.1236,0.2991,0.0743,0.5974,0.4547,0.3,0.2249,0.0273,0.2164,0.5524,0.3545,0.374
177,81,-0.194,-0.5224,0.9161,0.1345,0.0793,-0.302,0.6441,1.5704,-0.5121,1.2275,-0.0292,-0.0345,0.5826,1.4013,1.1477,1.2847,1.0606,2.3145,1.2032,1.9178,2.2169
177,-15,0.1351,-0.129,0.0227,0.0017,0.1796,-0.2656,0.269,0.2106,-0.0895,0.1295,0.2186,0.1698,0.5742,0.5539,0.6139,0.6466,0.3842,0.6848,0.5552,0.3317,0.6552
